Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
ROSIE,Collie Mix,POINT (-71.137 42.3814),42.38140,-71.13700,West Cambridge
Jai,"Australian Shepherd, Miniature",POINT (-71.1332 42.3904),42.39040,-71.13320,North Cambridge
OLIVER,Golden  Retriever,POINT (-71.1227 42.384),42.38400,-71.12270,Neighborhood Nine
ZEKE,Poodle,POINT (-71.1192 42.385),42.38500,-71.11920,Baldwin
Koko,Mini Poodle,POINT (-71.137 42.3822),42.38220,-71.13700,West Cambridge
Mr. Noodle,Great Pyrenees,POINT (-71.0731 42.3712),42.37120,-71.07310,East Cambridge
Juneau,Siberian Husky,POINT (-71.0815 42.3704),42.37040,-71.08150,East Cambridge
Carlisle,American Foxhound,POINT (-71.1208 42.3912),42.39120,-71.12080,North Cambridge
Penelope aka Penny,Poodle (Standard),POINT (-71.1117 42.3704),42.37040,-71.11170,Mid-Cambridge
Phoebe,Mixed Breed,POINT (-71.1489 42.396),42.39600,-71.14890,North Cambridge
Harper,Mixed Breed,POINT (-71.1195 42.3894),42.38940,-71.11950,Neighborhood Nine
RUSTY,Coonhound,POINT (-71.1288 42.3868),42.38680,-71.12880,Neighborhood Nine
Bowie,Bernedoodle,POINT (-71.0862 42.3696),42.36960,-71.08620,East Cambridge
Luna,Cavalier King Charles Spaniel,POINT (-71.1436 42.3737),42.37370,-71.14360,West Cambridge
Albie,LABRADOODLE,POINT (-71.1449 42.3786),42.37860,-71.14490,West Cambridge
Hayden,Australian Shepherd,POINT (-71.1416 42.3792),42.37920,-71.14160,West Cambridge
JACK,Manchester Terrier,POINT (-71.1306 42.3789),42.37890,-71.13060,West Cambridge
Benny,Yorkipoo,POINT (-71.1226 42.3902),42.39020,-71.12260,Neighborhood Nine
Lucas,Mixed Breed,POINT (-71.0924 42.3688),42.36880,-71.09240,Wellington-Harrington
Elly,Cockapoo,POINT (-71.1309 42.3771),42.37710,-71.13090,West Cambridge
Bowie,Mixed Breed,POINT (-71.1222 42.3823),42.38230,-71.12220,Neighborhood Nine
Cleo,Portuguese Water Dog,POINT (-71.1006 42.3663),42.36630,-71.10060,The Port
Moishe,Mixed Breed,POINT (-71.115 42.3793),42.37930,-71.11500,Baldwin
Jake,Mixed Breed,POINT (-71.1089 42.3779),42.37790,-71.10890,Mid-Cambridge
Ava (formerly Sophie),Mixed Breed,POINT (-71.1523 42.3796),42.37960,-71.15230,Strawberry Hill
Finn,English Springer Spaniel,POINT (-71.1067 42.359),42.35900,-71.10670,Cambridgeport
Scout,Parson Russell Terrier,POINT (-71.128 42.3976),42.39760,-71.12800,North Cambridge
Rex,Kelpie,POINT (-71.125 42.3965),42.39650,-71.12500,North Cambridge
Flora,Mixed Breed,POINT (-71.1155 42.3685),42.36850,-71.11550,Riverside
DAISY,Cockerpoo,POINT (-71.1099 42.382),42.38200,-71.10990,Baldwin
Jetta,Yorkie Terrier X,POINT (-71.1074 42.3637),42.36370,-71.10740,Cambridgeport
HARRY,TERRIER X,POINT (-71.1199 42.3799),42.37990,-71.11990,Neighborhood Nine
Lusa,Cockapoo,POINT (-71.1379 42.3837),42.38370,-71.13790,West Cambridge
Beauregard (Beau),Labrador Retriever,POINT (-71.1587 42.3946),42.39460,-71.15870,Cambridge Highlands
LUCY,Labradoddle,POINT (-71.1325 42.3799),42.37990,-71.13250,West Cambridge
Birdie,Labrador Retriever,POINT (-71.1249 42.3805),42.38050,-71.12490,West Cambridge
Samson,Puggle,POINT (-71.1181 42.3852),42.38520,-71.11810,Neighborhood Nine
Riley,Lab Mix,POINT (-71.1002 42.376),42.37600,-71.10020,Wellington-Harrington
Gracie,LABRADOR RETREIVER,POINT (-71.102 42.3702),42.37020,-71.10200,Mid-Cambridge
Pirelli,Mixed Breed,POINT (-71.1346 42.3854),42.38540,-71.13460,West Cambridge
Bella,Goldendoodle,POINT (-71.1294 42.3959),42.39590,-71.12940,North Cambridge
DAISY,Golden  Retriever,POINT (-71.1062 42.3614),42.36140,-71.10620,Cambridgeport
Mango,Mixed Breed,POINT (-71.1578 42.3924),42.39240,-71.15780,Cambridge Highlands
Ozzie,Mixed Breed,POINT (-71.1098 42.3775),42.37750,-71.10980,Mid-Cambridge
GRYPHON,Mixed Breed,POINT (-71.1216 42.3898),42.38980,-71.12160,Neighborhood Nine
Joey,Mixed Breed,POINT (-71.0949 42.3678),42.36780,-71.09490,The Port
Sabot,Mixed Breed,POINT (-71.1065 42.3644),42.36440,-71.10650,Cambridgeport
Timmy,Mixed Breed,POINT (-71.1259 42.3737),42.37370,-71.12590,West Cambridge
MURPHY,Golden  Retriever,POINT (-71.1028 42.3707),42.37070,-71.10280,Mid-Cambridge
jasper,Mixed Breed,POINT (-71.1115 42.377),42.37700,-71.11150,Baldwin
Nanouk,Siberian Husky,POINT (-71.0806 42.3668),42.36680,-71.08060,East Cambridge
Hobbs,Boxer,POINT (-71.1122 42.3598),42.35980,-71.11220,Cambridgeport
Miley,Mixed Breed,POINT (-71.083 42.3729),42.37290,-71.08300,East Cambridge
Auggie,Mixed Breed,POINT (-71.1252 42.3846),42.38460,-71.12520,Neighborhood Nine
Zane,Mixed Breed,POINT (-71.1279 42.3904),42.39040,-71.12790,North Cambridge
Bella DeNormandie,Pug,POINT (-71.1286 42.3759),42.37590,-71.12860,West Cambridge
Jasper,Dutch Shepherd,POINT (-71.1436 42.3741),42.37410,-71.14360,West Cambridge
Sally,Pointer,POINT (-71.0867 42.3725),42.37250,-71.08670,East Cambridge
Leia,Mixed Breed,POINT (-71.1105 42.3677),42.36770,-71.11050,Riverside
Rufus,Mixed Breed,POINT (-71.1357 42.3972),42.39720,-71.13570,North Cambridge
Lizzy,Pomsky,POINT (-71.1344 42.3947),42.39470,-71.13440,North Cambridge
HAZEL,Labradoodle,POINT (-71.1073 42.3606),42.36060,-71.10730,Cambridgeport
Daisy,Labrador Retriever,POINT (-71.1338 42.3998),42.39980,-71.13380,North Cambridge
Wallace,Brittany,POINT (-71.109 42.3582),42.35820,-71.10900,Cambridgeport
WINGMAN,Italian Grey hound,POINT (-71.1098 42.3691),42.36910,-71.10980,Mid-Cambridge
Duke,Labradoodle,POINT (-71.0965 42.3705),42.37050,-71.09650,Wellington-Harrington
Kai,Border Collie,POINT (-71.1012 42.3654),42.36540,-71.10120,The Port
STANLEY,Hound X,POINT (-71.1102 42.3683),42.36830,-71.11020,Riverside
Rambo,Mixed Breed,POINT (-71.1288 42.3886),42.38860,-71.12880,Neighborhood Nine
FINN,Beagle Mix,POINT (-71.1326 42.3938),42.39380,-71.13260,North Cambridge
Freya,Samoyed,POINT (-71.0814 42.3719),42.37190,-71.08140,East Cambridge
Skye,Standard Poodle,POINT (-71.1304 42.3902),42.39020,-71.13040,North Cambridge
Gino Bambino Tonachella,Mixed Breed,POINT (-71.0736 42.373),42.37300,-71.07360,East Cambridge
Serena,Jack Russell  Terr,POINT (-71.1033 42.3594),42.35940,-71.10330,Cambridgeport
Otis,Dachschund,POINT (-71.1117 42.3611),42.36110,-71.11170,Cambridgeport
Charlie,Cavalier King Charles Spaniel,POINT (-71.1546 42.3927),42.39270,-71.15460,Cambridge Highlands
Sunny Dos Años,Labradoodle,POINT (-71.1297 42.3738),42.37380,-71.12970,West Cambridge
Huriya,Mixed Breed,POINT (-71.1378 42.3814),42.38140,-71.13780,West Cambridge
Lucy,Mixed Breed,POINT (-71.126 42.3775),42.37750,-71.12600,West Cambridge
Daisy,Mixed Breed,POINT (-71.1232 42.3787),42.37870,-71.12320,Neighborhood Nine
Andy,Mixed Breed,POINT (-71.1087 42.3594),42.35940,-71.10870,Cambridgeport
Maisie,Terrier,POINT (-71.11 42.3635),42.36350,-71.11000,Cambridgeport
Layla,Labradoodle,POINT (-71.1345 42.4005),42.40050,-71.13450,North Cambridge
Gemma Roux Gupta,German Shepherd Dog,POINT (-71.1373 42.3802),42.38020,-71.13730,West Cambridge
Benzoe,Dachshund,POINT (-71.1271 42.39),42.39000,-71.12710,North Cambridge
Otto,Mixed Breed,POINT (-71.1048 42.3658),42.36580,-71.10480,Mid-Cambridge
Finn,Bernese Mountain Dog,POINT (-71.1341 42.3777),42.37770,-71.13410,West Cambridge
Argo,Mutt,POINT (-71.1392 42.379),42.37900,-71.13920,West Cambridge
Tau,Mixed Breed,POINT (-71.0833 42.3661),42.36610,-71.08330,East Cambridge
Reno,Australian Shepherd,POINT (-71.1491 42.3994),42.39940,-71.14910,North Cambridge
Bayes,German Shepherd Dog,POINT (-71.1175 42.3859),42.38590,-71.11750,Baldwin
Oscar,Coton de Tulear,POINT (-71.1299 42.3892),42.38920,-71.12990,Neighborhood Nine
Bernie,Pointer,POINT (-71.1133 42.3616),42.36160,-71.11330,Cambridgeport
Olive,Mixed Breed,POINT (-71.1188 42.384),42.38400,-71.11880,Neighborhood Nine
Mylo,Cockapoo,POINT (-71.132 42.3991),42.39910,-71.13200,North Cambridge
Spike,Labrador Retriever,POINT (-71.11 42.3677),42.36770,-71.11000,Riverside
SANDY,Shih Tzu,POINT (-71.1428 42.3811),42.38110,-71.14280,West Cambridge
Xul,Siberian Husky,POINT (-71.1411 42.3949),42.39490,-71.14110,North Cambridge
Homer,Maltese Shih Tzu,POINT (-71.1275 42.3958),42.39580,-71.12750,North Cambridge
GEORGETTE,Belgian Malinois X,POINT (-71.1298 42.3843),42.38430,-71.12980,Neighborhood Nine
Roxy,Maltese Mix,POINT (-71.1328 42.374),42.37400,-71.13280,West Cambridge
Finn,Mixed Breed,POINT (-71.1365 42.3931),42.39310,-71.13650,North Cambridge
Rhody,Cairn Terrier Mix,POINT (-71.1364 42.4005),42.40050,-71.13640,North Cambridge
Teddy,Cock-a-poo,POINT (-71.1237 42.3901),42.39010,-71.12370,Neighborhood Nine
Pepper,Samoyed,POINT (-71.1065 42.3616),42.36160,-71.10650,Cambridgeport
Buddy,Mixed Breed,POINT (-71.107 42.3578),42.35780,-71.10700,Cambridgeport
LUNA,PAPILLON,POINT (-71.105 42.3599),42.35990,-71.10500,Cambridgeport
Smokey Joe,Mix,POINT (-71.152 42.3793),42.37930,-71.15200,Strawberry Hill
Sawyer,Mixed Breed,POINT (-71.1107 42.3762),42.37620,-71.11070,Mid-Cambridge
Norma Jean,Scottish Terrier,POINT (-71.0852 42.3636),42.36360,-71.08520,East Cambridge
Charlotte,Mixed Breed,POINT (-71.0928 42.3696),42.36960,-71.09280,Wellington-Harrington
Franklin,Nova Scotia Duck Tolling Retriever,POINT (-71.094 42.3667),42.36670,-71.09400,Wellington-Harrington
Maggie,Anatolian Shepherd Dog,POINT (-71.094 42.3706),42.37060,-71.09400,Wellington-Harrington
Olive,Mixed Breed,POINT (-71.0974 42.3706),42.37060,-71.09740,The Port
Django,Mixed Breed,POINT (-71.1513 42.374),42.37400,-71.15130,Strawberry Hill
JEZEBEL,Cockerpoo,POINT (-71.1099 42.3688),42.36880,-71.10990,Riverside
Nala,Mixed Breed,POINT (-71.1255 42.3913),42.39130,-71.12550,North Cambridge
Zoe,Boxer,POINT (-71.1029 42.369),42.36900,-71.10290,Mid-Cambridge
Phantom,Mixed Breed,POINT (-71.1105 42.3688),42.36880,-71.11050,Mid-Cambridge
Geo,Mixed Breed,POINT (-71.1271 42.3738),42.37380,-71.12710,West Cambridge
PANCHO,Mixed Breed,POINT (-71.1117 42.3823),42.38230,-71.11170,Baldwin
CORBET,Alaskan Klee Kai,POINT (-71.1246 42.3726),42.37260,-71.12460,West Cambridge
Louie,Mixed Breed,POINT (-71.1357 42.3819),42.38190,-71.13570,West Cambridge
Bodi,Mixed Breed,POINT (-71.0938 42.3737),42.37370,-71.09380,Wellington-Harrington
PHOEBE,Schipperke,POINT (-71.1349 42.3816),42.38160,-71.13490,West Cambridge
Petunia,Dachshund,POINT (-71.101 42.3642),42.36420,-71.10100,Cambridgeport
Louie,Mixed Breed,POINT (-71.1142 42.3755),42.37550,-71.11420,Mid-Cambridge
athena wozniak,LABRADOR RETREIVER,POINT (-71.1366 42.3824),42.38240,-71.13660,West Cambridge
SHEA,Pit Bull,POINT (-71.094 42.3722),42.37220,-71.09400,Wellington-Harrington
Poppy,West Highland Terr,POINT (-71.106 42.3705),42.37050,-71.10600,Mid-Cambridge
Albert,Labrador Retriever,POINT (-71.1219 42.3701),42.37010,-71.12190,Riverside
Ovid,Cockapoo,POINT (-71.0853 42.3674),42.36740,-71.08530,East Cambridge
Chico,Mixed Breed,POINT (-71.1268 42.3858),42.38580,-71.12680,Neighborhood Nine
Patches,Dachshund,POINT (-71.1119 42.3716),42.37160,-71.11190,Mid-Cambridge
Rocky,Chihuahua,POINT (-71.1024 42.3591),42.35910,-71.10240,Cambridgeport
Fiona,Lab/Terrier Mix,POINT (-71.1474 42.392),42.39200,-71.14740,Cambridge Highlands
PIKA,Golden Retriever,POINT (-71.1103 42.3772),42.37720,-71.11030,Baldwin
Pedro,Mixed Breed,POINT (-71.0883 42.3652),42.36520,-71.08830,Area 2/MIT
EARTHA,Cairn Terrier,POINT (-71.1077 42.378),42.37800,-71.10770,Mid-Cambridge
Peanut,Bull Mastiff,POINT (-71.1315 42.3758),42.37580,-71.13150,West Cambridge
Izzy,Mixed Breed,POINT (-71.1213 42.3722),42.37220,-71.12130,Riverside
SHAWN,Pekingese,POINT (-71.137 42.3872),42.38720,-71.13700,West Cambridge
MAPLE,Chihuahua,POINT (-71.1098 42.3737),42.37370,-71.10980,Mid-Cambridge
PEPPER,Labrador Retriever Mix,POINT (-71.1399 42.3801),42.38010,-71.13990,West Cambridge
Emerald,Pocket Beagle,POINT (-71.1038 42.3696),42.36960,-71.10380,Mid-Cambridge
Belle,Mixed Breed,POINT (-71.0842 42.3715),42.37150,-71.08420,East Cambridge
ollie,Mixed Breed,POINT (-71.1338 42.3878),42.38780,-71.13380,Neighborhood Nine
Rosie,DACHSHUND MIX,POINT (-71.1152 42.3658),42.36580,-71.11520,Riverside
Atticus,Bull Terrier,POINT (-71.0865 42.3607),42.36070,-71.08650,Area 2/MIT
Gohan,Pomeranian,POINT (-71.1369 42.3857),42.38570,-71.13690,Neighborhood Nine
Ruisa,Golden Retriever,POINT (-71.1346 42.3815),42.38150,-71.13460,West Cambridge
Nellie,Cockapoo,POINT (-71.1396 42.3805),42.38050,-71.13960,West Cambridge
Koa,Pomsky,POINT (-71.1423 42.3925),42.39250,-71.14230,North Cambridge
Lila,German Shepard mix,POINT (-71.1529 42.38),42.38000,-71.15290,Strawberry Hill
Lacey,Mixed Breed,POINT (-71.1016 42.3581),42.35810,-71.10160,Cambridgeport
Thor,Golden Retriever,POINT (-71.1159 42.3719),42.37190,-71.11590,Riverside
Maxwell,Boston Terrier,POINT (-71.0888 42.3709),42.37090,-71.08880,East Cambridge
River,Mixed Breed,POINT (-71.1268 42.3877),42.38770,-71.12680,Neighborhood Nine
Breezemore's Loki,Australian Shepherd,POINT (-71.0981 42.3712),42.37120,-71.09810,Wellington-Harrington
Luna,Chihuahua,POINT (-71.0766 42.3682),42.36820,-71.07660,East Cambridge
Pizza School,Pembroke Welsh Corgi,POINT (-71.1427 42.3914),42.39140,-71.14270,North Cambridge
Casco,Golden Retriever,POINT (-71.1232 42.3896),42.38960,-71.12320,North Cambridge
CHEWY,Smoushound,POINT (-71.1423 42.3753),42.37530,-71.14230,West Cambridge
Nola,Mixed Breed,POINT (-71.1104 42.365),42.36500,-71.11040,Riverside
jake,dalmation,POINT (-71.1307 42.3847),42.38470,-71.13070,Neighborhood Nine
Meryl,Maltese,POINT (-71.1304 42.3828),42.38280,-71.13040,Neighborhood Nine
Marty McFly,Golden Retriever,POINT (-71.1343 42.3852),42.38520,-71.13430,West Cambridge
Oscar,Mixed Breed,POINT (-71.1046 42.3558),42.35580,-71.10460,Cambridgeport
Bodacious Pritchard,Mixed Breed,POINT (-71.1373 42.3795),42.37950,-71.13730,West Cambridge
HATTIE,LABRADOR RETREIVER,POINT (-71.1108 42.3596),42.35960,-71.11080,Cambridgeport
Auggie,Mixed Breed,POINT (-71.1405 42.3843),42.38430,-71.14050,West Cambridge
Akua L. Johnson,American Foxhound,POINT (-71.1099 42.3618),42.36180,-71.10990,Cambridgeport
Lola,Yorkie-Poo,POINT (-71.1023 42.361),42.36100,-71.10230,Cambridgeport
Vesper George Martini,Mixed,POINT (-71.1077 42.3567),42.35670,-71.10770,Cambridgeport
Theo,English Cocker Spaniel,POINT (-71.0939 42.3675),42.36750,-71.09390,Wellington-Harrington
RAY RAY,Mix,POINT (-71.1067 42.3599),42.35990,-71.10670,Cambridgeport
Vayu,Poodle,POINT (-71.1231 42.3904),42.39040,-71.12310,North Cambridge
Athena,Mixed Breed,POINT (-71.094 42.3672),42.36720,-71.09400,The Port
Lorna,Lab Mix,POINT (-71.1039 42.3613),42.36130,-71.10390,Cambridgeport
Kuma,Shiba Inu,POINT (-71.0799 42.3641),42.36410,-71.07990,East Cambridge
Whistler,Golden Retriever,POINT (-71.1092 42.3652),42.36520,-71.10920,Riverside
Cheo,Cocker,POINT (-71.0843 42.3736),42.37360,-71.08430,East Cambridge
Lorna,Mixed Breed,POINT (-71.0921 42.3678),42.36780,-71.09210,Wellington-Harrington
Buckle,Portuguese Water Dog,POINT (-71.1404 42.3783),42.37830,-71.14040,West Cambridge
Solo,Golden Retriever,POINT (-71.1238 42.3825),42.38250,-71.12380,Neighborhood Nine
BEAR,Mix,POINT (-71.1366 42.3845),42.38450,-71.13660,West Cambridge
Ziggy,Goldendoodle,POINT (-71.1 42.3616),42.36160,-71.10000,Cambridgeport
Millie,Cockapoo,POINT (-71.106 42.3733),42.37330,-71.10600,Mid-Cambridge
Dingo,Mixed Breed,POINT (-71.096 42.3749),42.37490,-71.09600,Wellington-Harrington
Clementine,Labrador Retriever,POINT (-71.1062 42.3675),42.36750,-71.10620,Mid-Cambridge
Lionel,Mixed Breed,POINT (-71.1066 42.3562),42.35620,-71.10660,Cambridgeport
Henny,Boxer,POINT (-71.1239 42.3849),42.38490,-71.12390,Neighborhood Nine
Jack,Bernese Mountain Dog,POINT (-71.1412 42.3812),42.38120,-71.14120,West Cambridge
Millennium,Mixed Breed,POINT (-71.0709 42.3702),42.37020,-71.07090,East Cambridge
MAVERICK,Australian  Shepherd,POINT (-71.1401 42.3812),42.38120,-71.14010,West Cambridge
Sparrow,Shih Tsu,POINT (-71.1412 42.3793),42.37930,-71.14120,West Cambridge
Franky,Lhasa Apso,POINT (-71.1047 42.3751),42.37510,-71.10470,Mid-Cambridge
WALDO,Cockerpoo,POINT (-71.1238 42.391),42.39100,-71.12380,North Cambridge
CATO,Golden Doodle,POINT (-71.1102 42.36),42.36000,-71.11020,Cambridgeport
Shadow,Mixed Breed,POINT (-71.1274 42.3808),42.38080,-71.12740,West Cambridge
Pia,Morkie,POINT (-71.1134 42.383),42.38300,-71.11340,Baldwin
DUNCAN,West Highland White Terrier,POINT (-71.1039 42.3678),42.36780,-71.10390,Mid-Cambridge
Duke,Goldendoodle,POINT (-71.0845 42.3658),42.36580,-71.08450,East Cambridge
Kodiak,Mix,POINT (-71.1432 42.3753),42.37530,-71.14320,West Cambridge
Piper,Mixed Breed,POINT (-71.0893 42.3748),42.37480,-71.08930,Wellington-Harrington
Molly,Mixed Breed,POINT (-71.1089 42.3687),42.36870,-71.10890,Riverside
Simon,Mixed Breed,POINT (-71.1308 42.4026),42.40260,-71.13080,North Cambridge
Calypso!,Mixed Breed,POINT (-71.1282 42.3851),42.38510,-71.12820,Neighborhood Nine
Logan,Labradoodle,POINT (-71.1438 42.3772),42.37720,-71.14380,West Cambridge
Bella,Chihuahua,POINT (-71.1293 42.3864),42.38640,-71.12930,Neighborhood Nine
Arlo,Boxer,POINT (-71.1048 42.36),42.36000,-71.10480,Cambridgeport
Joey,Mixed Breed,POINT (-71.1074 42.3757),42.37570,-71.10740,Mid-Cambridge
Lucy,Cockapoo,POINT (-71.1351 42.39),42.39000,-71.13510,Neighborhood Nine
Fozzie,Cockapoo,POINT (-71.1321 42.3929),42.39290,-71.13210,North Cambridge
Fluffy,POMERANIAN,POINT (-71.0836 42.3688),42.36880,-71.08360,East Cambridge
Mikasa,Poodle,POINT (-71.0819 42.3634),42.36340,-71.08190,East Cambridge
Mika,Mixed Breed,POINT (-71.1242 42.377),42.37700,-71.12420,Neighborhood Nine
Mario,Tibetan Spaniel,POINT (-71.1183 42.3856),42.38560,-71.11830,Baldwin
Rex,Pembroke Welsh Corgi,POINT (-71.138 42.3839),42.38390,-71.13800,West Cambridge
Duque,Bichon Frise,POINT (-71.1322 42.3843),42.38430,-71.13220,Neighborhood Nine
Maggie,Mixed Breed,POINT (-71.1076 42.3684),42.36840,-71.10760,Mid-Cambridge
Bella (formerly known as Haute),Mixed Breed,POINT (-71.1321 42.3996),42.39960,-71.13210,North Cambridge
Neville,Mixed Breed,POINT (-71.1434 42.3767),42.37670,-71.14340,West Cambridge
MacGyver,Goldendoodle,POINT (-71.0991 42.3674),42.36740,-71.09910,The Port
Zerlina,Labrador Retriever,POINT (-71.0995 42.3691),42.36910,-71.09950,The Port
Rico,Rat Terrier,POINT (-71.1079 42.3684),42.36840,-71.10790,Mid-Cambridge
Bonsai,Mixed Breed,POINT (-71.1533 42.3767),42.37670,-71.15330,Strawberry Hill
Trevy,Mixed Breed,POINT (-71.1522 42.3783),42.37830,-71.15220,Strawberry Hill
ZOEY,Golden Doodle,POINT (-71.1353 42.3865),42.38650,-71.13530,Neighborhood Nine
Curly,Shih Tzu,POINT (-71.1174 42.3805),42.38050,-71.11740,Baldwin
Ditto,labrador retreiver,POINT (-71.1292 42.3788),42.37880,-71.12920,West Cambridge
Rosey Posey,Schnoodle,POINT (-71.1205 42.3846),42.38460,-71.12050,Neighborhood Nine
Obie,Poodle,POINT (-71.1291 42.3735),42.37350,-71.12910,West Cambridge
Nenya,PEMBROKE WELSH CORGI,POINT (-71.0939 42.3709),42.37090,-71.09390,Wellington-Harrington
Winnie,Cockapoo,POINT (-71.1196 42.3928),42.39280,-71.11960,North Cambridge
Snowy,Korean Jindo Dog,POINT (-71.1313 42.383),42.38300,-71.13130,Neighborhood Nine
Maisy,Boxer,POINT (-71.1439 42.3736),42.37360,-71.14390,West Cambridge
Ramsey,Mixed Breed,POINT (-71.1314 42.3939),42.39390,-71.13140,North Cambridge
Sally Gifford,Labrador Retriever,POINT (-71.1374 42.3733),42.37330,-71.13740,West Cambridge
ALICE,Lab Shepherd Mix,POINT (-71.1102 42.3619),42.36190,-71.11020,Cambridgeport
Yeti,Goldendoodle,POINT (-71.1402 42.3772),42.37720,-71.14020,West Cambridge
Dotty,Australian Shepherd,POINT (-71.136 42.3879),42.38790,-71.13600,Neighborhood Nine
Emma,Golden Retriever,POINT (-71.1194 42.3883),42.38830,-71.11940,Neighborhood Nine
Cuzco,Mixed Breed,POINT (-71.1483 42.3936),42.39360,-71.14830,North Cambridge
Indie,Mixed Breed,POINT (-71.1297 42.3938),42.39380,-71.12970,North Cambridge
Xanadu,Chihuahua,POINT (-71.1066 42.3736),42.37360,-71.10660,Mid-Cambridge
Theo,Mixed Breed,POINT (-71.1328 42.3827),42.38270,-71.13280,West Cambridge
Archer,Brittany,POINT (-71.1217 42.3767),42.37670,-71.12170,Neighborhood Nine
Pepper,Mixed Breed,POINT (-71.0987 42.3725),42.37250,-71.09870,The Port
Simon,Mixed Breed,POINT (-71.1202 42.3823),42.38230,-71.12020,Neighborhood Nine
Georgia,Mixed Breed,POINT (-71.123 42.3887),42.38870,-71.12300,Neighborhood Nine
Jagger,Mixed Breed,POINT (-71.1144 42.3602),42.36020,-71.11440,Cambridgeport
DAISY,Labrador Retriever X,POINT (-71.1391 42.3709),42.37090,-71.13910,West Cambridge
Dallas,Mixed Breed,POINT (-71.1106 42.3667),42.36670,-71.11060,Riverside
Tasha,Chihuahua,POINT (-71.0733 42.3709),42.37090,-71.07330,East Cambridge
ZACH,Springer Spaniel,POINT (-71.1094 42.3598),42.35980,-71.10940,Cambridgeport
NONNIE,Poodle,POINT (-71.1141 42.3599),42.35990,-71.11410,Cambridgeport
Scout,Golden Retriever,POINT (-71.0983 42.3725),42.37250,-71.09830,The Port
Scottie,Catahoula Leopard Dog,POINT (-71.1278 42.3918),42.39180,-71.12780,North Cambridge
Oso,Labrador Retriever,POINT (-71.1084 42.3558),42.35580,-71.10840,Cambridgeport
Snow,Shiba Inu,POINT (-71.0771 42.3747),42.37470,-71.07710,East Cambridge
Frankie,Boxer,POINT (-71.1533 42.3808),42.38080,-71.15330,Strawberry Hill
Henry,Mixed Breed,POINT (-71.1072 42.3615),42.36150,-71.10720,Cambridgeport
Otto,Labradoodle,POINT (-71.1198 42.3865),42.38650,-71.11980,Neighborhood Nine
Wrigley,Mixed Breed,POINT (-71.1215 42.3754),42.37540,-71.12150,West Cambridge
Russell,Golden Retriever,POINT (-71.1401 42.3769),42.37690,-71.14010,West Cambridge
TJ,Cavalier King Charles Spaniel,POINT (-71.1436 42.3778),42.37780,-71.14360,West Cambridge
DANDELION,English Shepherd,POINT (-71.0846 42.3688),42.36880,-71.08460,East Cambridge
Greta,Australian Terrier,POINT (-71.1105 42.3594),42.35940,-71.11050,Cambridgeport
Mocha,Korean Jindo Dog,POINT (-71.1002 42.3735),42.37350,-71.10020,Wellington-Harrington
Mochi,Newfoundland,POINT (-71.0759 42.3659),42.36590,-71.07590,East Cambridge
Maya,Mixed Breed,POINT (-71.1471 42.3906),42.39060,-71.14710,Cambridge Highlands
Louie,Mixed Breed,POINT (-71.1097 42.3715),42.37150,-71.10970,Mid-Cambridge
Harrison,Mixed Breed,POINT (-71.1507 42.3787),42.37870,-71.15070,Strawberry Hill
Ren,Australian Shepherd,POINT (-71.1052 42.367),42.36700,-71.10520,Mid-Cambridge
DAISY,Chihuahua,POINT (-71.092 42.37),42.37000,-71.09200,Wellington-Harrington
Lulu Reagan,Golden Retriever,POINT (-71.1587 42.3943),42.39430,-71.15870,Cambridge Highlands
Brownie,Mixed Breed,POINT (-71.0955 42.365),42.36500,-71.09550,The Port
Blue,Labradoodle,POINT (-71.113 42.3616),42.36160,-71.11300,Riverside
Islay,Nova Scotia Duck Tolling Retriever,POINT (-71.1143 42.3861),42.38610,-71.11430,Baldwin
Fern,Mutt,POINT (-71.0849 42.372),42.37200,-71.08490,East Cambridge
MAC,Australian  Shepherd,POINT (-71.1518 42.3777),42.37770,-71.15180,Strawberry Hill
KEEPER,Golden  Retriever,POINT (-71.1158 42.3804),42.38040,-71.11580,Baldwin
daisy,Shelti,POINT (-71.1254 42.3856),42.38560,-71.12540,Neighborhood Nine
Pixie,Cockapoo,POINT (-71.1328 42.3966),42.39660,-71.13280,North Cambridge
Chuck Bass,Beagle,POINT (-71.1292 42.3835),42.38350,-71.12920,Neighborhood Nine
Mr. Holmes,Scottish Terrier,POINT (-71.1053 42.3601),42.36010,-71.10530,Cambridgeport
Manu,Goldendoodle,POINT (-71.1272 42.3986),42.39860,-71.12720,North Cambridge
Bruno Valentino,Pembroke Welsh Corgi,POINT (-71.1148 42.3756),42.37560,-71.11480,Baldwin
Tripper,Mixed Breed,POINT (-71.1064 42.3679),42.36790,-71.10640,Mid-Cambridge
Raya,Mixed Breed,POINT (-71.1441 42.3957),42.39570,-71.14410,North Cambridge
Sky,Golden Retriever,POINT (-71.141 42.3803),42.38030,-71.14100,West Cambridge
CHARLIE,Shih Tzu X,POINT (-71.1233 42.3864),42.38640,-71.12330,Neighborhood Nine
Linos,Canaan Dog,POINT (-71.1055 42.3606),42.36060,-71.10550,Cambridgeport
Muki,Mixed Breed,POINT (-71.1431 42.3816),42.38160,-71.14310,West Cambridge
Nina,Lab Mix,POINT (-71.135 42.3962),42.39620,-71.13500,North Cambridge
