Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
DAISY,Terrier Mix,POINT (-71.1198 42.3846),42.38460,-71.11980,Neighborhood Nine
PISTOL,French Bulldog,POINT (-71.1015 42.371),42.37100,-71.10150,Mid-Cambridge
Bailey Ring,Mixed Breed,POINT (-71.0868 42.3688),42.36880,-71.08680,East Cambridge
Elfie,Mixed Breed,POINT (-71.1418 42.3796),42.37960,-71.14180,West Cambridge
Louise Gunn,Black and Tan Coonhound Mix,POINT (-71.0835 42.3689),42.36890,-71.08350,East Cambridge
Mason,Mixed Breed,POINT (-71.0969 42.3719),42.37190,-71.09690,Wellington-Harrington
CALLISTO,LABRADOR RETREIVER,POINT (-71.1254 42.3768),42.37680,-71.12540,West Cambridge
Bentley,Mixed Breed,POINT (-71.1509 42.3776),42.37760,-71.15090,Strawberry Hill
Bru,American Staffordshire Terrier,POINT (-71.0908 42.366),42.36600,-71.09080,Wellington-Harrington
Clover,LAB   MIX,POINT (-71.1428 42.3764),42.37640,-71.14280,West Cambridge
Teddy,Labradoodle,POINT (-71.0995 42.3602),42.36020,-71.09950,Cambridgeport
Mia,Labrador Retriever,POINT (-71.1134 42.3836),42.38360,-71.11340,Baldwin
Gunner,Belgian Malinois,POINT (-71.0797 42.3697),42.36970,-71.07970,East Cambridge
Banana,Mixed Breed,POINT (-71.1214 42.3824),42.38240,-71.12140,Neighborhood Nine
Gigi,Mixed Breed,POINT (-71.152 42.377),42.37700,-71.15200,Strawberry Hill
Otter,Labrador Retriever,POINT (-71.1036 42.3661),42.36610,-71.10360,Cambridgeport
Wimsey,Goldendoodle,POINT (-71.1237 42.3827),42.38270,-71.12370,Neighborhood Nine
YOYO,Maltipoo,POINT (-71.1046 42.3686),42.36860,-71.10460,Mid-Cambridge
Jasmine,Mixed Breed,POINT (-71.1199 42.392),42.39200,-71.11990,North Cambridge
Michey,Maltese,POINT (-71.1282 42.3783),42.37830,-71.12820,West Cambridge
Pepper,Dutch Shepherd Mix,POINT (-71.1052 42.3689),42.36890,-71.10520,Mid-Cambridge
Kevin,Goldendoodle,POINT (-71.0852 42.3645),42.36450,-71.08520,East Cambridge
Sadie,Samoyed,POINT (-71.1347 42.3806),42.38060,-71.13470,West Cambridge
Mikey,Poodle/Shitzu,POINT (-71.1101 42.3589),42.35890,-71.11010,Cambridgeport
Locke,Goldendoodle,POINT (-71.1255 42.387),42.38700,-71.12550,Neighborhood Nine
Nash,Calahoula X,POINT (-71.1109 42.3576),42.35760,-71.11090,Cambridgeport
Patches,Mixed Breed,POINT (-71.1523 42.3776),42.37760,-71.15230,Strawberry Hill
Oliver,Cardigan Welsh Corgi,POINT (-71.1328 42.3948),42.39480,-71.13280,North Cambridge
Prince,King Charles Cav Spaniel,POINT (-71.1398 42.3878),42.38780,-71.13980,Neighborhood Nine
Zoey,Boston Terrier,POINT (-71.1287 42.3785),42.37850,-71.12870,West Cambridge
LOUISA,Collie X,POINT (-71.1118 42.3542),42.35420,-71.11180,Cambridgeport
Oscar,Newfoundland,POINT (-71.1264 42.3858),42.38580,-71.12640,Neighborhood Nine
The Bruce,Mixed Breed,POINT (-71.1276 42.3863),42.38630,-71.12760,Neighborhood Nine
JOLIE,Italian Greyhould,POINT (-71.1312 42.388),42.38800,-71.13120,Neighborhood Nine
Benji,Yorkipoo,POINT (-71.135 42.393),42.39300,-71.13500,North Cambridge
Chloe,Chihuahua,POINT (-71.079 42.3716),42.37160,-71.07900,East Cambridge
Bodie,Vizsla,POINT (-71.1319 42.3866),42.38660,-71.13190,Neighborhood Nine
Bao Bao,American Foxhound,POINT (-71.1272 42.3805),42.38050,-71.12720,Neighborhood Nine
OLIVER,Shih Tzu,POINT (-71.1335 42.3918),42.39180,-71.13350,North Cambridge
Berkeley,Soft Coated Wheaten Terrier,POINT (-71.1106 42.3573),42.35730,-71.11060,Cambridgeport
LILY,Shih Tzu,POINT (-71.0866 42.367),42.36700,-71.08660,East Cambridge
Nugget,Jack Russell Terrier,POINT (-71.151 42.3746),42.37460,-71.15100,Strawberry Hill
Pemi,Mixed Breed,POINT (-71.1002 42.3743),42.37430,-71.10020,Mid-Cambridge
Waffles,Labradoodle,POINT (-71.1209 42.3784),42.37840,-71.12090,Neighborhood Nine
Sebastian,MINIATURE POODLE,POINT (-71.0844 42.3689),42.36890,-71.08440,East Cambridge
Moose,French Bulldog,POINT (-71.0794 42.3708),42.37080,-71.07940,East Cambridge
Korra,Mixed Breed,POINT (-71.1347 42.3956),42.39560,-71.13470,North Cambridge
Teddy,Mixed Breed,POINT (-71.1521 42.3778),42.37780,-71.15210,Strawberry Hill
Barry,Chihuahua,POINT (-71.1226 42.3798),42.37980,-71.12260,Neighborhood Nine
Archie,Mixed Breed,POINT (-71.0824 42.3712),42.37120,-71.08240,East Cambridge
Buddy,Cocker Spaniel,POINT (-71.1117 42.3702),42.37020,-71.11170,Mid-Cambridge
Rocket,Siberian Husky,POINT (-71.0795 42.3676),42.36760,-71.07950,East Cambridge
LORENZO,POODLE,POINT (-71.1249 42.3891),42.38910,-71.12490,Neighborhood Nine
Ralph,Bichon Frise,POINT (-71.1322 42.3754),42.37540,-71.13220,West Cambridge
Karma,Tibetan Mastiff,POINT (-71.0804 42.3677),42.36770,-71.08040,East Cambridge
Arfman,Mixed Breed,POINT (-71.1093 42.3755),42.37550,-71.10930,Mid-Cambridge
Nico,Mixed Breed,POINT (-71.0818 42.3704),42.37040,-71.08180,East Cambridge
Ringo,French Bulldog,POINT (-71.1393 42.3907),42.39070,-71.13930,Neighborhood Nine
Ginger,Tri - Beagle,POINT (-71.1518 42.3786),42.37860,-71.15180,Strawberry Hill
Lola,Mixed Breed,POINT (-71.073 42.3733),42.37330,-71.07300,East Cambridge
Simcoe,Poodle,POINT (-71.1007 42.3608),42.36080,-71.10070,Cambridgeport
SMOKEY,Beagle,POINT (-71.0971 42.3662),42.36620,-71.09710,The Port
Daisy,Great Dane,POINT (-71.1165 42.3833),42.38330,-71.11650,Baldwin
Ben,Golden Retriever,POINT (-71.1064 42.3602),42.36020,-71.10640,Cambridgeport
Margot,Mixed Breed,POINT (-71.1186 42.3869),42.38690,-71.11860,Neighborhood Nine
Maverick,Mixed Breed,POINT (-71.099 42.3697),42.36970,-71.09900,Mid-Cambridge
Charlie,Mixed Breed,POINT (-71.088 42.3734),42.37340,-71.08800,Wellington-Harrington
Mickey,golden retriever,POINT (-71.1408 42.3742),42.37420,-71.14080,West Cambridge
Luna,French Bulldog,POINT (-71.1489 42.375),42.37500,-71.14890,West Cambridge
Walden,Golden Retriever,POINT (-71.1413 42.3797),42.37970,-71.14130,West Cambridge
Cooper,Pit bull terrier,POINT (-71.1272 42.3907),42.39070,-71.12720,Neighborhood Nine
Tess,Mixed Breed,POINT (-71.1292 42.3837),42.38370,-71.12920,Neighborhood Nine
Keyani,mix,POINT (-71.0924 42.3675),42.36750,-71.09240,Wellington-Harrington
Pippy,Mixed Breed,POINT (-71.1279 42.3965),42.39650,-71.12790,North Cambridge
Rosie,Cockapoo,POINT (-71.0786 42.371),42.37100,-71.07860,East Cambridge
Russell,Mixed Breed,POINT (-71.1233 42.388),42.38800,-71.12330,North Cambridge
Ducky,Australian Shepherd,POINT (-71.1094 42.3693),42.36930,-71.10940,Mid-Cambridge
Buddy,Mixed Breed,POINT (-71.089 42.3724),42.37240,-71.08900,Wellington-Harrington
Louie,Poodle,POINT (-71.1141 42.3694),42.36940,-71.11410,Mid-Cambridge
Reesy,Mixed Breed,POINT (-71.1026 42.3726),42.37260,-71.10260,Mid-Cambridge
Holly,Mixed Breed,POINT (-71.132 42.3837),42.38370,-71.13200,Neighborhood Nine
Tucker,Mixed Breed,POINT (-71.1223 42.3913),42.39130,-71.12230,North Cambridge
Tuffy,Golden Retriever,POINT (-71.1045 42.3688),42.36880,-71.10450,Mid-Cambridge
Good,Labrador Retriever,POINT (-71.1434 42.3925),42.39250,-71.14340,North Cambridge
SPARKY,Labradoodle,POINT (-71.1318 42.3779),42.37790,-71.13180,West Cambridge
Winn,VIZSLA,POINT (-71.1512 42.3789),42.37890,-71.15120,Strawberry Hill
Indigo,Mixed Breed,POINT (-71.1367 42.3975),42.39750,-71.13670,North Cambridge
Copley,Boston Terrier,POINT (-71.107 42.3713),42.37130,-71.10700,Mid-Cambridge
Annie,Australian Shepherd,POINT (-71.135 42.3835),42.38350,-71.13500,West Cambridge
Tucker,Mixed Breed,POINT (-71.079 42.3714),42.37140,-71.07900,East Cambridge
Zoey,Mixed Breed,POINT (-71.1249 42.3859),42.38590,-71.12490,Neighborhood Nine
OTTO,Bichon Frise,POINT (-71.1295 42.3971),42.39710,-71.12950,North Cambridge
Finn,Mixed Breed,POINT (-71.0984 42.3716),42.37160,-71.09840,The Port
Sheba,Mixed Breed,POINT (-71.0851 42.3633),42.36330,-71.08510,East Cambridge
HONEY,Labrador Retriever Mix,POINT (-71.1344 42.3961),42.39610,-71.13440,North Cambridge
Joldosh,Mixed Breed,POINT (-71.1093 42.3764),42.37640,-71.10930,Mid-Cambridge
Nina,Cavalier King Charles Spaniel,POINT (-71.1105 42.3684),42.36840,-71.11050,Riverside
LUCY,Border Collie,POINT (-71.1444 42.3751),42.37510,-71.14440,West Cambridge
Yula,Mixed Breed,POINT (-71.0826 42.3665),42.36650,-71.08260,East Cambridge
Grimm,Golden Retriever,POINT (-71.15 42.3981),42.39810,-71.15000,North Cambridge
Gracie Harris,Mixed Breed,POINT (-71.1037 42.3614),42.36140,-71.10370,Cambridgeport
Cuchulainn,Goldendoodle,POINT (-71.1128 42.3648),42.36480,-71.11280,Riverside
Chowder,Mixed Breed,POINT (-71.142 42.3792),42.37920,-71.14200,West Cambridge
SPARKY,Cockapoo,POINT (-71.0991 42.3674),42.36740,-71.09910,The Port
Annabelle,German Shep Mix,POINT (-71.1069 42.3577),42.35770,-71.10690,Cambridgeport
Hunter,Australian Shepherd,POINT (-71.1003 42.3691),42.36910,-71.10030,The Port
Luis,Shih Tzu,POINT (-71.1321 42.3831),42.38310,-71.13210,Neighborhood Nine
Harry,Miniature Schnauzer,POINT (-71.0906 42.3729),42.37290,-71.09060,Wellington-Harrington
Bella,Border Collie,POINT (-71.1041 42.3698),42.36980,-71.10410,Mid-Cambridge
Chloe,Australian Shepherd,POINT (-71.129 42.3865),42.38650,-71.12900,Neighborhood Nine
Lila,Maltese,POINT (-71.0878 42.3653),42.36530,-71.08780,Area 2/MIT
Coco,LABRADOODLE,POINT (-71.1129 42.3853),42.38530,-71.11290,Baldwin
Rocket,French Bulldog,POINT (-71.1071 42.3654),42.36540,-71.10710,Riverside
Laika,Mixed Breed,POINT (-71.1328 42.3906),42.39060,-71.13280,Neighborhood Nine
Duke,German Shepherd Dog,POINT (-71.1057 42.3632),42.36320,-71.10570,Cambridgeport
Banjo,Mixed Breed,POINT (-71.101 42.3678),42.36780,-71.10100,The Port
Gibbs,Mixed Breed,POINT (-71.133 42.4001),42.40010,-71.13300,North Cambridge
Tash,Labrador Retriever,POINT (-71.1376 42.382),42.38200,-71.13760,West Cambridge
Lola Freymiller,Goldendoodle,POINT (-71.104 42.3612),42.36120,-71.10400,Cambridgeport
Lola,Cocker Spaniel,POINT (-71.0983 42.3669),42.36690,-71.09830,The Port
Willow,Mixed Breed,POINT (-71.1278 42.3973),42.39730,-71.12780,North Cambridge
Bella Mae,Mixed Breed,POINT (-71.1063 42.3716),42.37160,-71.10630,Mid-Cambridge
Nola,Mixed Breed,POINT (-71.1304 42.3924),42.39240,-71.13040,North Cambridge
Bruno,Mixed Breed,POINT (-71.1386 42.3833),42.38330,-71.13860,West Cambridge
Gus,Boston Terrier,POINT (-71.0961 42.372),42.37200,-71.09610,Wellington-Harrington
Minnie,Glen of Imaal Terrier,POINT (-71.128 42.3857),42.38570,-71.12800,Neighborhood Nine
Lola,LABRADOR RETRIEVER,POINT (-71.1281 42.3885),42.38850,-71.12810,Neighborhood Nine
Goldie,Golden Retriever,POINT (-71.1371 42.4),42.40000,-71.13710,North Cambridge
Pasha,Lagotto Romagnolo,POINT (-71.1104 42.372),42.37200,-71.11040,Mid-Cambridge
Figgy,Mixed Breed,POINT (-71.1014 42.3735),42.37350,-71.10140,Mid-Cambridge
Lorelei,Greyhound,POINT (-71.1055 42.361),42.36100,-71.10550,Cambridgeport
GROMIT,BEAGLE,POINT (-71.1093 42.3797),42.37970,-71.10930,Baldwin
Georgia,Labradoodle,POINT (-71.1411 42.383),42.38300,-71.14110,West Cambridge
Lilly,Chihuahua,POINT (-71.1136 42.3606),42.36060,-71.11360,Cambridgeport
EMMA,LABRADOR RETREIVER,POINT (-71.1082 42.3718),42.37180,-71.10820,Mid-Cambridge
Riley Soroca,Golden Retriever,POINT (-71.1475 42.3779),42.37790,-71.14750,Strawberry Hill
WINNIE,POODLE,POINT (-71.1277 42.3915),42.39150,-71.12770,North Cambridge
Avie,Goldendoodle,POINT (-71.0894 42.3616),42.36160,-71.08940,Area 2/MIT
Lupo Catmur,Dachshund,POINT (-71.1099 42.3602),42.36020,-71.10990,Cambridgeport
Ginger,Mixed Breed,POINT (-71.1129 42.3634),42.36340,-71.11290,Riverside
Milo,Mixed Breed,POINT (-71.1235 42.3794),42.37940,-71.12350,Neighborhood Nine
Kingston,Terrier,POINT (-71.102 42.3622),42.36220,-71.10200,Cambridgeport
Brooks,Golden Retriever,POINT (-71.1272 42.3867),42.38670,-71.12720,Neighborhood Nine
Bisou,Standard Poodle,POINT (-71.1391 42.3758),42.37580,-71.13910,West Cambridge
Mango,Labrador Retriever,POINT (-71.1004 42.37),42.37000,-71.10040,The Port
SHEFA,LABRADOODLE,POINT (-71.1299 42.3844),42.38440,-71.12990,Neighborhood Nine
Echo,Mixed Breed,POINT (-71.1169 42.3825),42.38250,-71.11690,Baldwin
Ebi,Shiba Inu,POINT (-71.1264 42.3885),42.38850,-71.12640,Neighborhood Nine
Darwin,Labradoodle,POINT (-71.1435 42.3779),42.37790,-71.14350,West Cambridge
Rylie,Cairn Terrier Mix,POINT (-71.0961 42.3662),42.36620,-71.09610,The Port
Porter,Golden Retriever,POINT (-71.1081 42.3717),42.37170,-71.10810,Mid-Cambridge
Motorino,Bernese Mountain Dog,POINT (-71.101 42.3684),42.36840,-71.10100,Mid-Cambridge
Charlie,Dachshund,POINT (-71.0811 42.3623),42.36230,-71.08110,East Cambridge
Benny Levine,Mixed Breed,POINT (-71.141 42.3877),42.38770,-71.14100,Neighborhood Nine
Mookie,Mixed Breed,POINT (-71.109 42.3603),42.36030,-71.10900,Cambridgeport
Elsa,Mixed Breed,POINT (-71.1344 42.3983),42.39830,-71.13440,North Cambridge
Dustin,Jack Russel Mix,POINT (-71.1196 42.369),42.36900,-71.11960,Riverside
Roy,Bernedoodle,POINT (-71.1425 42.3928),42.39280,-71.14250,North Cambridge
Owen,Welsh Terrier,POINT (-71.1514 42.3755),42.37550,-71.15140,Strawberry Hill
Maggie,Golden Retriever,POINT (-71.1405 42.3731),42.37310,-71.14050,West Cambridge
rosie,french bulldog,POINT (-71.1252 42.3737),42.37370,-71.12520,West Cambridge
Truman,Redbone Coonhound,POINT (-71.1134 42.3814),42.38140,-71.11340,Baldwin
Baxter,Mixed Breed,POINT (-71.1289 42.3935),42.39350,-71.12890,North Cambridge
Ziggy Kobetis-Liang,BEAGLE,POINT (-71.1053 42.3669),42.36690,-71.10530,Mid-Cambridge
Lujah,Mixed Breed,POINT (-71.1328 42.3821),42.38210,-71.13280,Neighborhood Nine
Rosie Marie,Mixed Breed,POINT (-71.1145 42.3791),42.37910,-71.11450,Baldwin
Cupid,Lahsa Apso,POINT (-71.0869 42.3748),42.37480,-71.08690,East Cambridge
TIA,Labrador Retriever X,POINT (-71.1278 42.3876),42.38760,-71.12780,Neighborhood Nine
Toffee,Golden retriever,POINT (-71.093 42.3696),42.36960,-71.09300,Wellington-Harrington
